id,label,txt
21,0,hughesconserdyn corpor unit hugh capit corpor state make bear stearn inc bsc exclu invest banker develop market fund design instal microutil system municip compani state system selfcontain electr gener instal victim replac power begin photovolta cell replac world util power begin reuter
22,0,magma copper subordin newmont mine corpor state cut copper cathod cost figur cent figur cent pound effect directli reuter
23,1,brownforman inc state board approv threefortwo stock split figur pct addit compani cash dividend compani name better net outlook proceed strong cash flow ground elev dividend brownforman state split class class park part would effect mar figur compani state manag declar quarterli cash dividend new part class figur payabl april singl holder record mar figur prior split compani pay figur quarterli brownforman today account figur pct addit third fourth net figur mln dlr figur dlr part seven pct addit sale record figur mln dlr brownforman state nine month net declin spot figur mln dlr figur dlr part figur mln dlr figur dlr part year earlier due sec fourth charg figur part restructur drink oper compani state lower corpor tax rate restructur expect well better brownforman net cash flow fiscal figur reuter
24,1,shr net figur connecticut net four connecticut annual div figur connecticut figur connecticut prior year net net figur net figur rev figur figur figur mth shr net figur connecticut loss figur connecticut net net figur loss figur rev figur mln figur note annual dividend payabl april figur figur sharehold record mar figur figur reuter
25,0,shearson lehman brother unit american express axp state robert stearn join compani manag manag unit acquisit section shearson state stearn formerli part merril lynch pierc fenner smith inc thousand unit acquisit section reuter
26,0,venezuela bank advisori commiss hold rule revi foot figur billion dlr debtreschedul packag subscrib final februari banker state declin unwrap detail two three repr panel still obtain approv senior direct new foot commiss meet new york afternoon could put final cast approv trade later today banker state figur detail still settl broad detail new amort schedul involv rate spot singl senior banker state involv rate reschedul origin set figur pct eurodollar rate venezuela request easi foot figur pct pearl oil incom final year besid ask reduct refund due brand figur figur figur earlier petit brand amort age repel seek commit bank financ new invest venezuela find venezuelan negoti leav intermitt sever month follow declar earlier today figur billion dlr debt reschedul accord chile bank advisori panel final night citibank state mexico fund packag includ figur billion dlr loan subscrib mar figur sudden progress extent coincid banker admit desir chalk quick success shock brazil unilat involv suspen final fri contact swift trade bank hope trim induc debtor emul brazil reuter
27,1,shr figur connecticut figur connecticut net figur figur rev figur mln figur mln year shr figur dlr figur dlr net figur figur rev figur mln figur mln note effect includ accommod figur dlr figur connecticut shr figur year figur period better effect univ life concern first gaug reuter
28,0,tower committ studi say presid reagan ignor much iran arm trade termin chanc return polit later washington polit analyst state certif incompet privat polit analyst stephen hess state reuter notic tower studi make world today travel profess licen board deni certif singl direct critic board presid can tower longtim reagan champion former republican senat texa state imper confer presid clearli understand natur oper studi lent accept widespread sentiment washington reagan full bid author special damag fix board republican presid take threememb panel make tower former subject secur consult brent scowcroft former secretari state edmund muski carri partisan contamin critic congress command democrat parti fall hand state singl republican polit strategist say except regret strategist plant singl parti top figur presidenti challeng ask place state studi like anvil fall america hess bear institut world polici studi group state studi final blow reagan hope return upper hand traffic congress imper washington bureaucraci studi may besid counteract stand defenc secretari caspar weinberg secretari state georg shultz studi suggest interest keep skirt clean support presid protect record place issu energet tri protect presid effect state white hou head staff donald regan former exchang intellig offic manag william casey besid receiv strong critic blow expect exampl regan expect renounc fire shortli savag allegedli weak aid reagan behaviour iran initi avoid chao disclosur procedur casey undergo surgeri remot cancer brain tumor dec alreadi renounc well ground final month narr peopl come slightli short hero tower state report reagan retain consid constitut power includ bid arm forc right veto legisl analyst say difficult retak control state polici schedul special congress command democrat import stay question state whether man street abandon reagan thing although busi approv rate fall much twenti pct point sentiment poll sinc arm trade iran get world final novemb person popular still compar high lo angel time poll relea earlier week exhibit figur pct survey idea reagan control author figur pct still idea good busi presid american endeavor institut analyst william schneider democrat say reagan loss support among washington power agent could begin proceed backup world past abl spell around power elit appeal straight world schneider state reagan plead exampl way televi refer follow week singl top republican strategist warn expect dramat turnaround white hou avoid build outlook meet state strategist request anonym know quick hole analyst besid point reagan person popular ever interpret world backup polici note dramat repel final novemb elect voter reject appeal restor control senat democrat reuter
29,0,sale previou possess place drop figur pct januari season set annual rate figur mln unit subject associ realtor nar state dec rate figur mln unit high sinc record figur mln unit sale rate set novemb figur group state pearl januari surpri see import part dec nearrecord pace make seller seek get favour capit addit treatment old tax law state nar can tuccillo reuter
32,0,bodi grass alan cranston dcal daniel evan rwash state present export licen reform legisl could save america compani centuri thousand dollar annual emphasi doubl decontrol delicens point action threaten subject secur extinguish section defenc delawar facto veto domin licen procedur cranston state reform trim licen demand figur figur pct state report convert ration licen procedur encourag export america export control mean deni eastern axi state admiss engin could militari capabl refocu control resourc higher level engin engin genuin critic better busi prevent diver critic engin resist boost export cranston state expect proceed play lead function new engin develop futur unduli curtail activ america firm exist market evan state report reuter
33,0,excelan inc state make initi world offer figur part park stock figur dlr per part excelan state figur mln part sell compani figur part sell sharehold excelan design industri computerrel product reuter
34,0,ccx network inc state offer figur part stock figur dlr part though underwrit stephen inc cazenov inc compani state market stock behalf stockhold includ late receiv part compani exchang concern compani state receiv return offer reuter
35,0,first union corpor state regist secur exchang committ suggest offer figur mln dlr mend rate subordin note due figur note sell nationwid underwrit manag shearson lehman brother inc reuter
36,1,qtli div eight connecticut figur connecticut prior wage mar figur record mar figur reuter
37,1,shr loss figur connecticut loss figur connecticut net loss figur loss figur rev figur mln figur mln qtli div three connecticut three connecticut prior year shr net two connecticut net figur connecticut net net figur net figur rev figur mln figur mln note dividend payabl april singl stockhold record mar figur reuter
38,1,shr figur connecticut figur connecticut net figur mln figur sale figur mln figur mln avg shr figur figur year shr figur dlr figur dlr net figur mln figur mln sale figur mln figur mln avg shr figur figur reuter
39,0,pont state devlop new gener highstrength aramid fiber stiff less absorb old gener pont state new product kevlar figur figur pct stiff first gener aramid absorb less half moister similar aramid fiber kevlar formul pont late figur five time strong steel figur time strong aluminium match wieght foot util replac metal mixtur product concord compani reuter
40,1,measur trustco state expect net figur addit least figur figur pct figur dlr figur dlr per part enter figur stall involv rate growth economi expect suppli favour condit matur figur presid brian omalley state stockhold annual meet measur trustco previou account asset figur billion dlr figur figur billion dlr figur return park stockhold equiti figur pct final year figur pct figur reuter
41,1,shr loss figur connecticut loss three connecticut net loss figur loss figur rev figur mln figur mln figur month shr loss figur connecticut net figur connecticut net loss figur net figur rev figur mln figur mln note net loss figur qtr figur includ charg restructur figur mln dlr tax figur connecticut part figur net loss includ tax special charg figur mln dlr figur connecticut part reuter
42,0,intern java organ ico produc state present propo reintroduc export quota figur month april figur firm project effort negoti sept figur futur quota distribut new foot ico deleg state distribut april figur would unchang foot earlier manufactur propo includ shortag redistribut number figur mln bag state resumpt ico contact group meet consum schedul eve tabl tomorrow deleg state reuter
43,0,secretari state georg shultz admit weak iran arm thing declar would renounc function scandal mark reagan administr pull rough critic tower committ studi thing print today shultz travel china weeklong visit declin remark straight studi print left washington reiter make sinc crisi interrupt final novemb leav renounc rub slate state reuter
44,0,mclean industri inc unit state line inc subordin state hold rule transport south american servic arrang transport certain charter asset crowley mariotim corpor american convey line inc subordin america line state dialogu contract expect complet insid follow week foot condit contract would subject approv variou regul bodi includ america bankruptci court reuter
45,0,chemlawn corpor chem could pull higher command figur dlr per part offer wast direct inc wnx wall street arbitrag state part chemlawn shoot figur figur overthecount trade figur mln compani figur mln part modifi hand late afternoon compani could spell figur time cash flow figur dlr possibl figur dollar depend whether contend bidder arbitrag state wast direct tender offer announc open today expir mar figur entir surpri state debra strohmaier chemlawn spokeswoman compani board keep regularli schedul meet today discuss wast direct declar state statement expect certain would readi unabl say prior contact wast direct chemlawn offici think resist state elliott schlang analyst prescott ball turben inc compani like surpri onslaught would arbitrag indic difficult resist tender offer part cash schlang state chemlawn could effort find white knight privat get wast direct analyst rosemari morbelli ingal snyder state servicemast compani svm rollin inc rol illustr compani could interest chemlawn two mln client larg america compani affect applic fertil pesticid herbicid lawn wast direct affect remot wast schlang state chemlawn client base could valuabl anoth compani privat capit strong residenti commerci distribut system schlang morbelli observ high matur rate catapult chemlawn part cost figur figur stock wast rate matur slow schlang state compani net concentr fourth fourth figur chemlawn clear figur dlr per part full year figur dlr fourth fourth morbelli observ chemlawn contend thousand person entrepreu offer lawn garden aid sevic reuter
46,0,sugar import subject america sugar import quota week stop januari figur initi week figur sugar quota year number figur short pile versu figur pile old week agricultur section state sugar import quota figur quota year januarydecemb set figur short pile compar figur pile figur quota year widen three month dec figur section state custom servic account weekli accumul import account exist weight foot final polar receiv accumul import inform set accordingli reuter
48,0,new zealand offici foreign reserv hide figur billion dlr januari figur billion dlr dec compar figur billion year ago period reserv bank state weekli statist bulletin reuter
49,0,panama canal committ america author offic state daili oper studi backlog figur ship wait enter canal earli today follow two year expect figur figur due figur figur schedul transit figur figur endday backlog figur figur averag wait time tomorrow superintend tanker regular vessel north termin figur hour figur hour south termin figur hour figur hour reuter
50,1,america first feder guarant mortgag fund two state make special distribut figur connecticut per exchang unit includ figur connecticut return capit figur connecticut incom addit reuter
51,0,group republican governor member congress state mean research expand preserv reserv plan figur mln estat current law figur figur mln estat erod land must enter plan termin financ figur republican undertak forc farm rural america head senat major leader robert dole kan state would see draft legisl addit reserv figur figur mln estat sen charl grassley riowa state reuter would offer measur expand reserv figur mln estat reuter
52,0,arvin industri inc state evan elect presid win jame baker remain presid evan execut frailti presid reuter
53,1,qtli div figur connecticut figur connecticut prior payabl mar figur record mar nine reuter
54,0,surpri figur pct pearl america januari last good order point lag capit spend could presag lacklust real matur america economi first fourth figur economist state sum order except volatil defenc sector fall record figur pct economist hold studi paint black imag america economi accent figur tax reform law may primari factor butt pearl order concern capit invest instead gloomi outlook economi state david wyom inform resourc inc special affect figur pct pearl nondefens capit good order may mark concern respond adver tax reform idea commerci section indic record figur pct declin new order machineri led declin offic comput equip order economist state pearl comput order may respon perpetu depreci schedul termin invest tax recognit new tax law expen put util peopl much wyom state addit last good order year termin reinforc posit concern expect modifi tax law economist state novemb last good order rose figur pct dec increa figur pct revi upward previou account figur pct admit vast januari pearl make tax reform washout take spot januari far greater exist addit take spot novemb dec state measur sullivan dean witter reynold inc economi weaken set earli year studi definit point sluggish capit spend follow coupl quarter state donald maud midland montagu capit market inc maud indic proceed declin order backlog ground outlook new order better novemb order backlog rose figur pct dec hide figur pct januari figur pct state suggest order pipelin consum may quickli interpret pearl product midland montagu maud state wyom caution much make januari studi given studi reflect strength admit declin happen despit figur pct rise defenc order compar figur pct declin dec besid observ figur pct pearl januari load compar figur pct rise dec given number ground feder tighten inform resourc wyom state ground easi unless see number like feder delay see add sullivan call feder easi easter peopl talk recess feder moder feder easi insur world matur reuter
55,0,grass alan cranston dcal daniel evan rwash state present export licen reform legisl could save america compani centuri thousand dollar annual accent doubl decontrol delicens point action threaten subject secur extinguish section defenc delawar facto veto domin licen procedur cranston state reform trim licen demand figur figur pct state report convert ration licen procedur encourag export america export control mean deni eastern axi state admiss engin could militari capabl refocu control resourc higher level engin engin genuin critic better busi prevent recreat critic engin resist boost export cranston state expect proceed play lead function new engin develop futur unduli curtail activ america firm exist market evan state report reuter
56,1,intern inc coverag run loss januari figur sec fourth state chanc balanc financ year stay good state order harri art subordin get june figur proceed run strong pace six month order rose figur pct match prioryear period annual foot run figur mln dlr backlog harri figur pct begin financ year state intern state old divi expect benefit recent new product launch declin valu dollar research develop technolog spend financ figur figur mln dlr reach compani state alloc anoth figur mln dlr capit spend earlier account fourth fourth run loss two connecticut part compar net seven connecticut part year ago gross rose figur mln dlr figur mln dlr reuter
58,0,asset money market common financ increa figur mln dlr week stop yesterday figur billion dlr invest compani institut state asset figur institut financ rose figur mln dlr figur billion dlr figur gener intent financ rose figur mln dlr figur billion dlr figur brokerdeal financ rose figur mln dlr figur billion dlr reuter
59,0,gulf lighter load rate firm outlook steadi vessel load gulf increa demand lighter suppli ship bargain state lighter trade today loui merchant exchang call session versu figur yesterday quot includ bring week illinoi river joliet figur pct tariff figur offer follow week river chicago quot figur pct point follow week mississippi river loui figur pct figur offer five point follow week ohio river owensborosouth figur pct figur offer figur point station illinoi river south chicago figur pct figur offer compar mar illinoi chicago figur pct figur offer figur point mar ohio river command yesterday trade level figur pct offer figur mar lower mississippi river memphiscairo figur pct figur offer compar may illinoi river chicago figur pct figur offer compar septnov lower mississippi river memphiscairo figur pct figur offer septdec section figur pct figur offer compar reuter
60,0,argentina could suspend payment foreign debt creditor bank reject figur billion dlr loan petit meet figur matur mark rule group parti deputi raul baglini state local radio station argentina discard usag moratorium dialogu produc effect warrant matur state add baglini perceiv argentina dialogu new york steer commiss figur creditor bank state radio del plata telephon interview bank split loan petit baglini state effect today schedul sec day negoti tabl state argentina fix follow illustr brazil final week declar moratorium involv payment larg part figur billion dlr foreign debt argentina prime aim renegoti debt keep matur aim four pct figur baglini state debtor state return pocket commerci balanc meet involv payment add reuter
61,0,presid senior republican member hou senat tax composit commiss suggest legisl curb estat tax deduct sale stock employ stock ownership programm propo would rise feder gross figur billion dlr financ year period figur figur follow congress would result minut sept figur figur programm suggest hou way agenc commiss presid dan rostenkowski dill rep can duncan rtenn senat financ commiss presid lloyd bentsen dtex sen shill packwood rore statement rostenkowski state estat tax deduct enact final year constitu tax reform measur broad would cost governmet seven billion dlr four age narrow deduct would cost author less figur mln dlr age state plan avoid sham minut let estat avoid tax reassign stock esop senat financ commiss presid lloyd bentsen state statement tax reform enact incorpor provi let mani load person avoid feder estat tax complet die add provi mean promot estat sell stock employ stock ownership programm way boost worker ownership still provi mean broad suffici trim feder gross much present gaug add measur present today call adjust provi conform mean intent reuter
62,0,treasuri balanc feder reserv rose februari figur figur billion dlr figur billion dlr old concern day treasuri state latest budget statement balanc tax loan note histori hide figur billion dlr figur billion dlr sever year treasuri run cash balanc number figur billion dlr februari figur compar figur billion dlr februari figur reuter
63,0,canadian financ minist michael wilson state usag temp domin fiscal administr enact borrow extra figur mln dlr follow thursday treasuri measur auction statement wilson state action would licen author continu debt plan period suffici borrow domin allow parliament screen author demand ottawa announc previou seek parliamentari approv extra domin screen fund addit author foreign reserv reuter
64,1,gulf use engin inc state sell pipelin termin oper unit figur mln dlr record addit figur mln dlr first fourth add feder tax owe deal begin run loss carryov reuter
65,1,shr figur connecticut figur connecticut net figur figur rev figur mln figur mln year shr figur dlr figur dlr net figur figur rev figur billion figur mln avg shr figur figur reuter
67,0,springboard packag inc state subscrib contract intern engin develop corpor suppli packag design programm undertak supervisor technic support forc springboard intern engin ground san francisco shanghai china employ chine comput special reuter
68,0,cofab inc state get gulfex inc houstonbas fabric usag highpressur procedur vessel energi petrochem industri cofab state group compani industri narrow chill lubric system oil petrochem util pulp paper marin industri reuter
69,0,coverag member subject soy processor associ nspa suppress figur bushel soy week stop februari figur compar figur bushel old week figur yearago week associ state state sum suppress capac member figur bushel figur final week figur bushel final year nspa besid state america soy meal export week figur tonn figur tonn week ago compar figur tonn yearago week nspa state figur includ nspa member firm reuter
70,0,underwrit state initi offer figur schult place corpor unit make five dlr per unit underwrit manag janney montgomey scott inc woolcott inc state unit consit singl park part singl warrant purcha onehalf park part figur dlr per part sept singl figur thereaft figur dlr per part mar figur underwrit allow overallot option figur unit state compani usag return wage part subordin note payabl inland steel urban develop corpor publish connect acquisit schult inland ground elkhart ind schult state old fabric place manufactur reuter
71,1,qtli div eight connecticut eight connecticut prior wage april singl record mar figur reuter
72,0,burlington menswear new york citi divi burlington industri inc receiv figur mln dlr defenc contract figur mln pace tropic fabric defenc logist offic state reuter
73,0,rockwel intern corpor receiv figur mln dlr contract work figur bomber current financ year air forc state reuter
74,1,shr figur connecticut figur dlr net figur figur mln rev figur mln figur mln year shr figur connecticut figur dlr net figur figur mln rev figur mln figur mln note figur figur qtr year sum includ acquisit figur pct park atico formerli peninsula feder save loan associ januari figur figur figur figur qtr year net includ net addit figur mln dlr figur dlr per part exchang park pan america bank inc park ncnb corpor purus unit compani reuter
75,0,intern java organ ico export modifi new propo quota resumpt show import tomorrow ico deleg state chang discuss tonight inform among manufactur follow negoti ball manufactur session eightmemb manufactur splinter group affect suggest quota distribut figur month april singl state suggest shareout would still includ shortag declar state reuter
79,0,bodi quebecor inc singl canada larg public print compani like launch new daili paper montreal like fall presid pierr peladeau state reuter interview compani final week command bargain quebec author figur pct involv pulp paper compani donohu inc besid like spell lead programm build new paper factori matan quebec peladeau state would say move lead daili definit think state add programm announc determin earli follow week quebecor gross figur mln canadian dlr final year net figur mln dlr alreadi print three daili paper includ tab journal delawar montreal secondlargest circul paper canada new daili would spring montreal sec english languag paper sixth daili paper make citi herd metropolitan paper market north america analyst state peladeau state market survey point new english languag tab would circul figur insid six month state wait find whether new ventur would support major adverti peladeau togeth household member possess figur pct quebecor state reciev offer head two major canadian compani interest undertak determin whether would return mate paper ventur state would see launch paper singl compani preliminari joint ventur would possibl someth els short term peladeau state peladeau state joint acquisit donohu robert maxwel british print commun corpor plc bpcll mean quebecor hold undertak peladeau maxwel compani team bargain interest donohu result quebecor buy figur pct govvern interest figur mln canadian dlr british print get figur pct figur figur enorm shortag newspap year suffici paper print paper peladeau state popul state follow time readi peladeau state donohu current sum newspap capac still alreadi pull buyer quebecor usag figur metric dozen newspap year maxwel compani print britain daili mirror paper usag figur tonn peladeau state eve new figur mln dlr paper machin figur pct possess new york time nyta add donohu figur metric tonn capac fall compani instal anoth paper machin amo quebec build anoth factori meet demand state new factori would produc either newspap type paper would cost figur mln dlr could stream two age state factori matan depress area high unemploy would heavili subsid author peladeau state interest joint ventur maxwel compani either paper market franc america compani possess two larg print work look expand paper empir state maxwel boy french citizen would suppli entr french market alien prevent buy paper peladeau state would see either buy start daili paper franc america quebecor besid procedur expand chain figur weekli paper possibl acquisit two group weekli paper america negoti acquisit two weekli paper iron canada peladeau state state compani may see start daili paper two small quebec citi buy radio station state peladeau state quebecor may besid see trade list american stock exchang new york stock exchang list reuter
80,0,commerci industri loan book figur major new york bank except accept hide figur mln dlr figur billion week stop februari figur feder reserv bank new york state includ accept loan declin figur mln dlr figur billion commerci paper outstand nation drop figur mln dlr figur billion subject concern loan inform schedul relea fri reuter
81,0,eight major new york citi bank figur mln dlr averag borrow feder reserv week wed februari figur feder spokesman state week tag sec half twoweek bank statement period stop wed bank borrow prior week notic latest week feder spokesman state borrow happen yesterday make fewer half bank subject inform deduct window borrow due relea figur est figur gmt reuter
82,1,shr primari figur peso figur peso shr thin figur peso figur peso qtli div figur peso figur peso net figur billion figur mln rev figur billion figur billion note full name philippin long distanc telephon figur quot philippin peso dividend payabl april figur holder record mar figur exchang rate day dividend declar figur peso per dollar reuter
83,1,qtli div five connecticut payabl april two record mar figur figur dividend includ special two connecticut per part period begin fund begin oper novebm three dec figur figur reuter
84,0,columbia system inc state deliv figur mln dlr princip sum figur pct debentur seri due may figur figur five mln dlr princip sum figur pct debentur seri due may figur figur compani state deliv debentur meet mandatori sink fund demand improv columbia state call option sink fund redempt may figur figur figur mln dlr princip sum figur debentur figur mln dlr figur pct debentur reuter
85,1,qtli div figur connecticut figur connecticut prior wage april figur record april figur reuter
86,1,qtli div two connecticut figur connecticut wage mar figur record mar figur reuter
87,1,annual div class figur connecticut figur connecticut prior annual div class figur connecticut figur connecticut prior payabl april singl record mar figur note full name bdm intern inc reuter
89,1,qtli div three connecticut three connecticut prior wage mar figur record februari figur reuter
